,"Instructions
Enter stock symbol in cell B4",,,,,POWERED BY
,,,,,,Google Finance
,,,,,,
,nio,<< enter a symbol,,,,
,,"<< optionally, enter an exchange (ex: NASDAQ, NYSE)",,,,
,,,,,,
,Nio Inc - ADR,,,,,
,,,,,,
,Current Price,,Change,% Change,,
,9.27,,+0.53,+6.06%,,
,,,,,,
,,,,,,
,Market Cap,P/E Ratio,Beta,,,
,"107,228M",-,1.93,,,
,,,,,,70 Months
,,,,,,
,,,,,,
,nio,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,Date,Open,High,Low,Close,Volume
,"Jul 16, 2021",43.85,44.40,42.40,42.80,"49,929,474"
,"Jul 19, 2021",41.49,43.67,40.48,43.35,"65,290,097"
,"Jul 20, 2021",43.60,44.41,42.43,44.17,"37,932,291"
,"Jul 21, 2021",44.10,47.38,44.00,46.77,"59,851,679"
,"Jul 22, 2021",46.96,47.38,45.47,46.07,"38,936,387"
,"Jul 23, 2021",43.67,44.50,42.50,43.99,"49,559,126"
,"Jul 26, 2021",42.67,44.88,41.93,43.17,"54,759,204"
,"Jul 27, 2021",42.44,43.30,38.66,39.36,"102,713,986"
,"Jul 28, 2021",40.91,42.00,39.79,41.84,"59,207,215"
,"Jul 29, 2021",42.25,43.30,41.64,42.62,"46,847,594"
,"Jul 30, 2021",42.23,45.20,41.53,44.68,"66,262,677"
,"Aug 2, 2021",44.65,46.78,44.30,45.85,"68,453,252"
,"Aug 3, 2021",45.23,45.80,43.76,44.57,"46,029,328"
,"Aug 4, 2021",45.47,45.80,44.56,45.09,"35,453,584"
,"Aug 5, 2021",44.75,46.30,44.02,45.60,"33,362,579"
,"Aug 6, 2021",45.55,45.80,43.45,43.84,"38,016,391"
,"Aug 9, 2021",43.70,45.48,43.70,45.21,"30,548,702"
,"Aug 10, 2021",45.47,46.38,44.10,44.22,"29,572,820"
,"Aug 11, 2021",44.71,45.12,43.15,43.97,"33,805,186"
,"Aug 12, 2021",44.35,44.40,41.55,42.47,"50,759,392"
,"Aug 13, 2021",41.90,42.28,40.61,41.03,"39,161,142"
,"Aug 16, 2021",39.46,39.60,38.07,38.62,"66,592,017"
,"Aug 17, 2021",37.46,39.02,36.83,38.10,"60,838,017"
,"Aug 18, 2021",38.49,39.63,37.95,38.86,"48,277,641"
,"Aug 19, 2021",37.89,38.15,36.24,36.29,"56,718,044"
,"Aug 20, 2021",36.63,37.90,36.60,36.92,"43,491,283"
,"Aug 23, 2021",37.44,38.38,37.04,38.17,"39,610,090"
,"Aug 24, 2021",39.24,39.61,38.63,38.94,"37,927,497"
,"Aug 25, 2021",38.66,39.14,38.18,38.95,"25,641,280"
,"Aug 26, 2021",38.63,39.74,37.82,38.26,"34,432,032"
,"Aug 27, 2021",38.23,38.47,37.83,38.05,"23,496,731"
,"Aug 30, 2021",38.17,38.28,36.64,37.80,"38,127,959"
,"Aug 31, 2021",38.24,39.39,37.90,39.31,"44,942,246"
,"Sep 1, 2021",37.49,39.93,37.20,39.08,"56,911,487"
,"Sep 2, 2021",39.07,41.02,38.90,40.35,"43,900,697"
,"Sep 3, 2021",40.11,40.97,39.83,40.37,"30,385,247"
,"Sep 7, 2021",40.85,41.86,40.59,40.59,"35,292,646"
,"Sep 8, 2021",39.17,39.43,37.81,38.14,"51,800,000"
,"Sep 9, 2021",37.98,38.85,37.55,38.45,"33,812,018"
,"Sep 10, 2021",38.62,39.52,37.90,37.98,"29,273,633"
,"Sep 13, 2021",38.01,38.39,36.56,38.39,"38,410,021"
,"Sep 14, 2021",38.49,39.40,37.69,37.89,"30,857,168"
,"Sep 15, 2021",38.00,38.15,36.95,38.03,"27,049,398"
,"Sep 16, 2021",37.54,37.67,36.74,37.09,"33,023,127"
,"Sep 17, 2021",37.30,37.57,36.97,37.51,"29,615,381"
,"Sep 20, 2021",36.11,36.32,34.54,35.17,"57,611,743"
,"Sep 21, 2021",35.52,35.82,34.88,34.90,"31,706,648"
,"Sep 22, 2021",35.21,35.83,35.12,35.70,"26,608,046"
,"Sep 23, 2021",36.20,36.50,35.57,36.01,"27,152,710"
,"Sep 24, 2021",35.59,36.07,35.20,35.38,"23,755,076"
,"Sep 27, 2021",35.43,36.86,34.42,36.77,"36,092,964"
,"Sep 28, 2021",36.28,37.03,34.93,35.05,"37,507,903"
,"Sep 29, 2021",35.44,36.36,35.02,35.13,"33,553,353"
,"Sep 30, 2021",35.63,35.98,35.29,35.63,"25,768,519"
,"Oct 1, 2021",36.63,36.67,35.26,35.38,"34,919,921"
,"Oct 4, 2021",35.02,35.02,33.28,33.40,"40,823,090"
,"Oct 5, 2021",33.30,34.31,33.27,33.87,"26,441,261"
,"Oct 6, 2021",33.41,34.16,33.17,33.66,"22,885,077"
,"Oct 7, 2021",35.44,36.64,34.91,35.99,"67,945,224"
,"Oct 8, 2021",36.44,36.55,35.83,35.83,"31,959,804"
,"Oct 11, 2021",36.09,36.52,35.53,35.64,"25,400,149"
,"Oct 12, 2021",35.70,36.05,35.18,35.51,"26,591,961"
,"Oct 13, 2021",35.78,36.68,35.47,36.24,"33,439,639"
,"Oct 14, 2021",36.21,36.45,35.60,36.28,"29,898,439"
,"Oct 15, 2021",36.99,38.29,36.94,37.71,"48,168,966"
,"Oct 18, 2021",37.49,39.84,37.27,39.61,"43,499,423"
,"Oct 19, 2021",40.27,40.90,39.56,40.03,"37,820,034"
,"Oct 20, 2021",39.97,40.34,39.16,39.78,"25,120,668"
,"Oct 21, 2021",39.51,40.60,39.37,39.97,"25,389,088"
,"Oct 22, 2021",39.96,40.39,38.54,38.88,"28,015,498"
,"Oct 25, 2021",39.40,41.42,39.24,41.27,"46,935,630"
,"Oct 26, 2021",41.29,42.61,40.47,40.47,"55,875,366"
,"Oct 27, 2021",40.90,41.28,39.26,39.31,"28,750,948"
,"Oct 28, 2021",39.53,40.80,39.19,40.79,"32,774,177"
,"Oct 29, 2021",40.25,40.55,39.21,39.41,"33,423,087"
,"Nov 1, 2021",38.11,40.84,38.11,40.84,"53,062,537"
,"Nov 2, 2021",40.47,42.49,40.20,41.30,"46,243,612"
,"Nov 3, 2021",41.98,42.41,40.63,41.50,"34,202,140"
,"Nov 4, 2021",42.76,44.00,42.50,43.12,"53,634,404"
,"Nov 5, 2021",43.52,43.52,41.82,42.29,"33,048,651"
,"Nov 8, 2021",42.65,44.27,42.28,43.20,"38,487,866"
,"Nov 9, 2021",43.49,43.80,40.60,40.64,"49,158,030"
,"Nov 10, 2021",40.89,42.09,38.83,39.55,"48,507,260"
,"Nov 11, 2021",40.89,42.22,40.35,42.20,"39,933,984"
,"Nov 12, 2021",42.69,43.55,41.91,42.67,"34,743,056"
,"Nov 15, 2021",42.60,42.69,40.02,40.57,"47,571,747"
,"Nov 16, 2021",40.89,41.30,40.02,40.67,"37,098,978"
,"Nov 17, 2021",40.57,40.92,39.07,39.67,"35,829,920"
,"Nov 18, 2021",39.00,39.44,37.45,38.41,"42,260,165"
,"Nov 19, 2021",38.59,39.10,38.00,38.66,"30,069,135"
,"Nov 22, 2021",40.42,42.84,40.25,41.49,"70,987,477"
,"Nov 23, 2021",41.50,43.12,40.47,42.04,"55,094,260"
,"Nov 24, 2021",41.70,42.51,40.89,41.42,"33,467,162"
,"Nov 26, 2021",39.40,40.34,39.10,39.99,"30,468,526"
,"Nov 29, 2021",40.85,41.20,39.49,40.46,"35,113,870"
,"Nov 30, 2021",40.37,41.42,38.35,39.13,"47,970,901"
,"Dec 1, 2021",40.41,40.83,38.20,38.31,"48,129,781"
,"Dec 2, 2021",38.83,39.68,34.02,36.20,"85,263,177"
,"Dec 3, 2021",34.58,35.22,31.50,32.15,"106,366,591"
,"Dec 6, 2021",32.35,33.32,29.66,32.34,"70,041,660"
,"Dec 7, 2021",34.44,34.52,32.68,33.12,"51,769,738"
,"Dec 8, 2021",33.82,35.30,33.05,35.05,"48,881,023"
,"Dec 9, 2021",34.88,35.55,33.90,34.05,"36,271,413"
,"Dec 10, 2021",33.90,34.55,33.25,34.26,"32,196,330"
,"Dec 13, 2021",33.68,34.67,32.90,33.66,"31,857,904"
,"Dec 14, 2021",32.23,32.38,31.20,32.30,"45,998,516"
,"Dec 15, 2021",31.50,31.84,29.06,30.79,"80,802,072"
,"Dec 16, 2021",31.05,31.64,29.75,30.07,"42,744,138"
,"Dec 17, 2021",29.53,30.51,28.02,30.00,"54,537,345"
,"Dec 20, 2021",29.45,29.46,27.79,28.16,"56,945,607"
,"Dec 21, 2021",28.73,30.25,28.67,30.16,"73,653,171"
,"Dec 22, 2021",29.56,30.38,29.33,29.85,"38,368,899"
,"Dec 23, 2021",29.61,30.80,28.97,30.52,"38,379,713"
,"Dec 27, 2021",30.39,31.32,29.81,29.96,"36,081,100"
,"Dec 28, 2021",29.88,30.19,29.47,29.63,"28,807,151"
,"Dec 29, 2021",29.56,29.62,27.52,28.25,"51,169,727"
,"Dec 30, 2021",27.89,33.04,27.80,32.42,"137,245,844"
,"Dec 31, 2021",32.04,32.98,31.66,31.68,"67,569,236"
,"Jan 3, 2022",33.52,33.80,31.88,33.47,"64,409,566"
,"Jan 4, 2022",33.35,33.39,31.11,31.58,"47,866,761"
,"Jan 5, 2022",30.97,31.94,29.78,29.88,"42,442,725"
,"Jan 6, 2022",30.01,30.54,28.28,29.31,"48,723,158"
,"Jan 7, 2022",29.45,30.42,28.78,29.30,"40,781,546"
,"Jan 10, 2022",29.00,29.16,27.78,28.91,"44,833,597"
,"Jan 11, 2022",28.85,30.44,28.47,30.02,"41,475,695"
,"Jan 12, 2022",31.20,31.86,30.34,31.68,"54,271,691"
,"Jan 13, 2022",31.68,31.85,30.48,30.48,"35,401,253"
,"Jan 14, 2022",30.28,31.32,30.08,30.95,"34,862,552"
,"Jan 18, 2022",30.03,30.91,29.60,29.61,"33,358,030"
,"Jan 19, 2022",29.72,30.15,28.61,28.63,"34,011,846"
,"Jan 20, 2022",29.46,30.88,29.05,29.13,"45,217,097"
,"Jan 21, 2022",28.98,28.99,27.22,27.35,"60,210,526"
,"Jan 24, 2022",25.73,25.98,23.10,24.87,"94,328,983"
,"Jan 25, 2022",24.16,25.01,23.38,23.79,"53,046,976"
,"Jan 26, 2022",24.60,24.78,22.53,22.66,"72,125,662"
,"Jan 27, 2022",22.80,22.81,20.96,21.11,"78,287,903"
,"Jan 28, 2022",20.66,21.32,19.31,20.90,"96,701,088"
,"Jan 31, 2022",21.73,24.64,21.60,24.51,"96,028,798"
,"Feb 1, 2022",24.89,25.23,23.56,24.84,"81,994,298"
,"Feb 2, 2022",24.89,24.89,23.01,23.76,"60,475,381"
,"Feb 3, 2022",22.96,24.62,22.95,23.13,"55,361,292"
,"Feb 4, 2022",23.46,24.32,22.73,23.96,"45,771,717"
,"Feb 7, 2022",23.78,24.78,23.53,23.99,"39,661,848"
,"Feb 8, 2022",23.99,24.86,23.54,24.69,"42,607,164"
,"Feb 9, 2022",25.45,26.24,25.05,26.10,"56,547,708"
,"Feb 10, 2022",25.05,26.41,25.02,25.35,"54,337,707"
,"Feb 11, 2022",24.99,25.68,23.70,24.10,"47,870,128"
,"Feb 14, 2022",23.76,24.54,23.34,23.79,"41,441,607"
,"Feb 15, 2022",24.31,25.84,24.20,25.79,"47,215,175"
,"Feb 16, 2022",25.40,25.84,25.05,25.61,"32,627,201"
,"Feb 17, 2022",25.24,26.27,24.65,24.72,"34,541,638"
,"Feb 18, 2022",24.78,24.79,22.74,23.21,"52,112,706"
,"Feb 22, 2022",22.36,22.96,21.32,21.77,"56,038,239"
,"Feb 23, 2022",22.02,22.50,20.45,20.46,"49,465,066"
,"Feb 24, 2022",18.50,21.31,18.47,21.22,"77,198,444"
,"Feb 25, 2022",21.33,21.57,20.19,20.94,"56,994,033"
,"Feb 28, 2022",21.43,23.15,20.94,22.84,"83,996,570"
,"Mar 1, 2022",22.56,23.35,21.73,21.87,"50,401,982"
,"Mar 2, 2022",21.90,22.21,20.63,21.77,"47,212,003"
,"Mar 3, 2022",21.73,21.81,19.72,19.88,"69,419,386"
,"Mar 4, 2022",20.09,20.29,18.55,18.63,"68,599,391"
,"Mar 7, 2022",18.85,20.03,18.04,18.12,"79,649,607"
,"Mar 8, 2022",18.23,18.75,17.58,17.98,"74,932,445"
,"Mar 9, 2022",18.56,20.55,18.51,20.17,"84,306,714"
,"Mar 10, 2022",19.00,19.10,17.22,17.77,"105,883,566"
,"Mar 11, 2022",18.11,18.13,16.07,16.07,"93,265,235"
,"Mar 14, 2022",15.09,15.74,13.82,14.10,"115,290,320"
,"Mar 15, 2022",13.48,15.35,13.01,14.93,"139,771,557"
,"Mar 16, 2022",17.64,18.77,16.78,18.75,"168,011,668"
,"Mar 17, 2022",17.93,18.83,17.44,18.82,"93,328,949"
,"Mar 18, 2022",18.83,21.24,18.55,20.86,"128,531,715"
,"Mar 21, 2022",20.75,21.20,19.33,20.26,"89,586,416"
,"Mar 22, 2022",20.84,22.09,20.59,21.77,"79,808,529"
,"Mar 23, 2022",21.60,22.60,20.89,21.87,"88,922,037"
,"Mar 24, 2022",22.00,22.12,20.66,21.98,"97,155,041"
,"Mar 25, 2022",20.31,20.75,19.35,19.91,"106,936,164"
,"Mar 28, 2022",20.42,21.23,20.32,21.21,"75,247,211"
,"Mar 29, 2022",21.58,21.96,21.02,21.88,"65,946,085"
,"Mar 30, 2022",21.83,23.86,21.63,22.17,"114,646,541"
,"Mar 31, 2022",22.28,22.28,20.76,21.05,"77,641,403"
,"Apr 1, 2022",22.41,23.22,21.56,21.93,"110,169,251"
,"Apr 4, 2022",23.31,23.94,22.78,23.85,"101,886,434"
,"Apr 5, 2022",23.97,23.98,22.44,22.47,"69,771,971"
,"Apr 6, 2022",22.04,22.08,20.93,21.68,"73,501,069"
,"Apr 7, 2022",21.49,21.68,19.73,20.36,"82,616,961"
,"Apr 8, 2022",20.11,20.71,19.83,20.00,"59,574,285"
,"Apr 11, 2022",18.05,20.07,17.77,19.70,"93,693,818"
,"Apr 12, 2022",20.03,20.27,19.22,19.46,"51,210,814"
,"Apr 13, 2022",19.55,20.56,19.03,20.42,"57,163,188"
,"Apr 14, 2022",20.09,20.40,19.53,19.65,"43,937,481"
,"Apr 18, 2022",19.51,19.64,18.51,19.17,"40,647,451"
,"Apr 19, 2022",19.05,19.89,18.36,19.87,"43,394,967"
,"Apr 20, 2022",19.38,19.45,18.07,18.15,"53,336,375"
,"Apr 21, 2022",18.34,18.70,16.98,17.15,"61,501,407"
,"Apr 22, 2022",17.35,18.29,17.12,17.18,"60,727,306"
,"Apr 25, 2022",16.81,17.42,16.18,17.31,"54,990,872"
,"Apr 26, 2022",17.24,17.41,16.16,16.36,"52,771,605"
,"Apr 27, 2022",16.52,17.69,16.52,16.76,"56,633,016"
,"Apr 28, 2022",16.90,17.24,15.91,16.93,"53,118,544"
,"Apr 29, 2022",17.78,18.19,16.66,16.70,"62,933,918"
,"May 2, 2022",16.53,17.50,16.40,17.50,"56,156,154"
,"May 3, 2022",17.29,17.84,16.95,17.53,"44,062,239"
,"May 4, 2022",17.18,18.22,16.72,18.13,"53,869,898"
,"May 5, 2022",17.41,17.52,14.87,15.38,"95,761,704"
,"May 6, 2022",15.61,15.81,14.46,14.92,"57,655,129"
,"May 9, 2022",14.33,14.53,13.48,13.55,"63,121,038"
,"May 10, 2022",14.26,14.68,12.86,13.44,"77,181,784"
,"May 11, 2022",13.79,14.36,12.64,12.71,"86,081,345"
,"May 12, 2022",12.48,13.75,11.67,13.10,"83,180,607"
,"May 13, 2022",13.70,14.41,13.54,14.31,"63,558,017"
,"May 16, 2022",14.81,15.43,14.28,14.55,"82,270,002"
,"May 17, 2022",15.31,16.69,15.26,16.63,"93,233,065"
,"May 18, 2022",16.29,16.93,15.66,15.83,"72,865,478"
,"May 19, 2022",16.11,16.89,15.79,16.66,"61,191,021"
,"May 20, 2022",17.50,17.60,15.68,16.44,"86,108,911"
,"May 23, 2022",15.80,16.01,15.24,16.00,"65,594,706"
,"May 24, 2022",15.53,15.53,14.40,14.63,"48,413,501"
,"May 25, 2022",14.79,15.00,14.09,14.64,"44,911,059"
,"May 26, 2022",14.52,16.13,14.33,16.03,"64,243,804"
,"May 27, 2022",16.16,16.69,15.67,16.57,"51,414,780"
,"May 31, 2022",17.77,17.92,16.76,17.39,"96,583,292"
,"Jun 1, 2022",17.59,18.93,17.48,17.57,"92,493,705"
,"Jun 2, 2022",17.54,18.85,16.99,18.85,"77,824,978"
,"Jun 3, 2022",18.42,18.74,17.81,18.08,"57,620,710"
,"Jun 6, 2022",18.99,19.80,18.80,19.18,"68,726,766"
,"Jun 7, 2022",18.98,19.68,18.60,19.65,"49,357,189"
,"Jun 8, 2022",20.32,20.45,19.86,20.38,"65,311,628"
,"Jun 9, 2022",18.72,19.68,18.45,18.82,"73,904,071"
,"Jun 10, 2022",18.86,19.18,17.81,18.14,"61,359,973"
,"Jun 13, 2022",17.32,17.49,15.84,15.99,"60,529,415"
,"Jun 14, 2022",16.53,19.09,16.49,18.66,"105,582,684"
,"Jun 15, 2022",18.96,20.26,18.18,20.11,"121,426,035"
,"Jun 16, 2022",19.18,19.93,18.47,19.18,"77,244,473"
,"Jun 17, 2022",19.77,20.89,19.73,20.77,"82,067,286"
,"Jun 21, 2022",21.87,23.10,21.58,22.66,"90,287,681"
,"Jun 22, 2022",22.34,23.13,21.93,22.55,"81,590,468"
,"Jun 23, 2022",23.11,23.21,22.23,23.05,"77,502,780"
,"Jun 24, 2022",23.22,24.17,23.16,24.08,"67,062,609"
,"Jun 27, 2022",24.13,24.43,22.85,22.95,"61,701,585"
,"Jun 28, 2022",22.36,23.45,22.02,22.36,"76,353,093"
,"Jun 29, 2022",20.76,22.28,20.60,21.86,"71,581,966"
,"Jun 30, 2022",21.86,22.12,20.90,21.72,"53,074,070"
,"Jul 1, 2022",22.32,22.50,20.95,21.36,"56,855,466"
,"Jul 5, 2022",21.04,22.20,20.35,22.18,"50,662,859"
,"Jul 6, 2022",21.81,21.84,20.26,20.83,"58,981,662"
,"Jul 7, 2022",21.40,23.10,21.36,22.50,"72,102,001"
,"Jul 8, 2022",22.16,23.28,21.66,22.60,"48,917,208"
,"Jul 11, 2022",21.60,21.74,20.50,20.57,"54,822,660"
,"Jul 12, 2022",20.41,21.19,20.04,20.87,"49,780,835"
,"Jul 13, 2022",20.23,21.80,20.23,21.09,"50,089,210"
,"Jul 14, 2022",21.06,21.45,20.66,21.05,"39,870,470"
,"Jul 15, 2022",20.84,20.90,19.93,20.72,"41,337,762"
,"Jul 18, 2022",20.96,21.82,20.60,20.84,"40,382,252"
,"Jul 19, 2022",21.10,21.10,19.52,20.20,"63,211,671"
,"Jul 20, 2022",20.01,20.95,20.01,20.37,"40,381,214"
,"Jul 21, 2022",20.16,21.17,20.16,20.68,"39,842,075"
,"Jul 22, 2022",20.72,20.78,19.00,19.24,"55,606,897"
,"Jul 25, 2022",18.98,19.50,18.77,19.33,"30,357,221"
,"Jul 26, 2022",19.35,19.74,18.91,19.04,"27,669,949"
,"Jul 27, 2022",19.14,19.50,18.75,19.38,"32,854,073"
,"Jul 28, 2022",19.18,19.55,18.59,19.49,"31,078,790"
,"Jul 29, 2022",18.81,19.84,18.66,19.73,"36,943,004"
,"Aug 1, 2022",20.19,20.76,19.87,20.18,"54,375,762"
,"Aug 2, 2022",19.68,20.95,19.61,20.18,"51,261,963"
,"Aug 3, 2022",20.31,20.37,19.43,20.30,"44,049,861"
,"Aug 4, 2022",20.39,21.47,20.33,20.90,"37,737,418"
,"Aug 5, 2022",20.53,20.68,19.88,20.22,"34,056,448"
,"Aug 8, 2022",20.25,20.79,20.15,20.17,"29,584,796"
,"Aug 9, 2022",20.23,20.24,19.01,19.17,"38,118,411"
,"Aug 10, 2022",19.58,20.07,19.07,20.05,"35,345,669"
,"Aug 11, 2022",20.40,21.97,20.08,20.82,"56,333,137"
,"Aug 12, 2022",20.26,21.17,19.79,21.11,"34,953,513"
,"Aug 15, 2022",20.51,21.55,20.47,21.30,"36,347,463"
,"Aug 16, 2022",21.15,21.15,20.41,20.91,"32,103,185"
,"Aug 17, 2022",20.68,21.02,20.06,20.08,"26,455,864"
,"Aug 18, 2022",20.02,20.18,19.51,19.91,"21,640,077"
,"Aug 19, 2022",19.62,19.71,18.92,19.05,"24,262,567"
,"Aug 22, 2022",18.88,19.26,18.66,18.95,"27,327,859"
,"Aug 23, 2022",18.69,18.80,17.73,18.29,"34,210,242"
,"Aug 24, 2022",18.01,19.23,18.00,18.87,"29,270,985"
,"Aug 25, 2022",19.43,20.37,18.76,20.08,"42,455,921"
,"Aug 26, 2022",20.77,21.26,19.81,19.92,"61,525,420"
,"Aug 29, 2022",19.66,20.67,19.64,19.81,"33,245,037"
,"Aug 30, 2022",19.85,20.22,19.30,19.83,"29,823,810"
,"Aug 31, 2022",20.11,20.38,19.28,19.91,"39,383,502"
,"Sep 1, 2022",19.28,19.35,18.09,18.79,"47,665,667"
,"Sep 2, 2022",18.43,18.65,17.71,17.73,"44,131,994"
,"Sep 6, 2022",17.60,17.81,17.09,17.11,"32,485,155"
,"Sep 7, 2022",16.54,18.37,16.54,17.48,"58,645,866"
,"Sep 8, 2022",17.37,17.70,16.99,17.68,"30,487,815"
,"Sep 9, 2022",18.40,19.59,18.29,19.16,"55,025,946"
,"Sep 12, 2022",20.10,21.88,20.01,21.75,"86,993,978"
,"Sep 13, 2022",20.95,22.30,20.85,21.97,"77,974,404"
,"Sep 14, 2022",21.47,22.09,21.03,21.94,"47,206,662"
,"Sep 15, 2022",21.51,22.74,21.25,21.51,"43,787,912"
,"Sep 16, 2022",21.10,21.35,19.96,20.15,"65,778,725"
,"Sep 19, 2022",19.75,20.96,19.75,20.90,"36,243,974"
,"Sep 20, 2022",20.70,20.95,20.21,20.41,"29,289,960"
,"Sep 21, 2022",20.12,20.16,18.25,18.30,"64,553,218"
,"Sep 22, 2022",18.51,19.18,18.09,18.35,"36,823,106"
,"Sep 23, 2022",18.00,18.21,17.42,17.64,"39,484,356"
,"Sep 26, 2022",17.77,18.40,17.53,17.62,"42,024,469"
,"Sep 27, 2022",18.18,18.23,16.98,17.19,"40,675,183"
,"Sep 28, 2022",16.80,17.46,16.66,17.33,"37,295,608"
,"Sep 29, 2022",16.83,16.94,15.37,15.58,"51,671,121"
,"Sep 30, 2022",15.21,16.15,15.20,15.77,"39,341,292"
,"Oct 3, 2022",15.85,15.94,15.28,15.49,"38,422,951"
,"Oct 4, 2022",16.17,16.88,15.95,16.73,"45,093,557"
,"Oct 5, 2022",16.50,16.68,15.64,16.04,"39,737,476"
,"Oct 6, 2022",16.00,16.24,14.76,14.77,"67,739,039"
,"Oct 7, 2022",14.29,14.53,13.54,13.76,"53,268,911"
,"Oct 10, 2022",13.66,13.73,13.02,13.28,"48,731,714"
,"Oct 11, 2022",13.13,13.42,12.58,12.83,"51,761,537"
,"Oct 12, 2022",12.93,13.46,12.48,12.88,"50,001,274"
,"Oct 13, 2022",12.35,12.85,11.95,12.78,"53,451,097"
,"Oct 14, 2022",12.99,13.18,11.73,11.75,"60,039,763"
,"Oct 17, 2022",12.19,12.64,12.12,12.21,"51,097,229"
,"Oct 18, 2022",13.08,13.22,12.09,12.21,"58,185,375"
,"Oct 19, 2022",11.80,11.90,10.71,10.92,"99,014,243"
,"Oct 20, 2022",11.03,11.43,10.88,10.97,"47,109,291"
,"Oct 21, 2022",10.67,11.21,10.41,11.21,"42,496,344"
,"Oct 24, 2022",10.01,10.03,8.38,9.45,"166,523,691"
,"Oct 25, 2022",9.81,10.63,9.53,10.63,"98,188,964"
,"Oct 26, 2022",10.44,11.09,10.23,10.81,"79,279,474"
,"Oct 27, 2022",10.53,10.73,9.97,9.98,"64,014,707"
,"Oct 28, 2022",9.50,9.98,9.28,9.69,"74,420,567"
,"Oct 31, 2022",9.51,10.05,9.38,9.67,"46,879,566"
,"Nov 1, 2022",10.33,10.45,9.69,9.71,"56,233,207"
,"Nov 2, 2022",9.60,10.13,9.48,9.49,"76,033,430"
,"Nov 3, 2022",9.19,10.17,9.03,9.94,"64,660,309"
,"Nov 4, 2022",11.00,11.69,10.60,11.68,"125,406,433"
,"Nov 7, 2022",12.23,12.38,10.70,10.98,"84,143,588"
,"Nov 8, 2022",10.68,10.87,10.08,10.56,"61,734,919"
,"Nov 9, 2022",10.00,10.18,9.14,9.25,"81,211,776"
,"Nov 10, 2022",10.30,10.83,10.05,10.34,"84,026,754"
,"Nov 11, 2022",10.79,11.69,10.54,11.56,"100,635,550"
,"Nov 14, 2022",11.86,12.12,11.17,11.17,"62,011,983"
,"Nov 15, 2022",11.91,11.95,11.36,11.51,"63,244,226"
,"Nov 16, 2022",11.17,11.29,10.45,10.53,"49,624,855"
,"Nov 17, 2022",10.25,10.72,9.93,10.67,"62,563,462"
,"Nov 18, 2022",10.65,10.81,10.26,10.47,"49,320,198"
,"Nov 21, 2022",10.22,10.25,9.67,10.02,"53,072,146"
,"Nov 22, 2022",9.87,10.10,9.75,10.01,"36,096,337"
,"Nov 23, 2022",10.31,10.74,10.24,10.56,"49,399,120"
,"Nov 25, 2022",10.26,10.30,9.96,10.17,"23,487,640"
,"Nov 28, 2022",10.05,10.63,9.99,10.12,"39,198,805"
,"Nov 29, 2022",10.65,10.90,10.39,10.50,"48,292,293"
,"Nov 30, 2022",11.34,13.27,11.34,12.78,"173,184,958"
,"Dec 1, 2022",12.35,12.55,11.95,12.09,"59,583,374"
,"Dec 2, 2022",12.06,13.32,11.97,13.13,"106,291,222"
,"Dec 5, 2022",13.99,14.03,12.59,12.80,"94,815,793"
,"Dec 6, 2022",13.00,13.28,12.43,13.24,"62,747,576"
,"Dec 7, 2022",12.42,12.72,12.15,12.58,"52,840,541"
,"Dec 8, 2022",13.00,13.55,12.88,13.41,"52,377,739"
,"Dec 9, 2022",13.17,13.32,12.62,12.63,"44,101,137"
,"Dec 12, 2022",12.30,12.58,12.16,12.49,"35,211,112"
,"Dec 13, 2022",13.11,13.24,12.03,12.31,"52,084,305"
,"Dec 14, 2022",12.45,12.53,11.97,12.10,"33,251,867"
,"Dec 15, 2022",12.33,12.63,11.68,11.88,"41,620,865"
,"Dec 16, 2022",12.13,12.38,11.60,11.60,"46,476,292"
,"Dec 19, 2022",11.66,11.66,10.83,11.06,"40,564,575"
,"Dec 20, 2022",10.67,11.59,10.58,11.09,"44,765,263"
,"Dec 21, 2022",11.07,11.71,10.86,11.61,"34,243,991"
,"Dec 22, 2022",11.45,11.58,10.76,11.29,"32,468,886"
,"Dec 23, 2022",11.22,11.22,10.69,10.97,"33,666,120"
,"Dec 27, 2022",10.53,10.61,9.97,10.06,"54,165,749"
,"Dec 28, 2022",10.01,10.25,9.61,9.80,"42,225,321"
,"Dec 29, 2022",9.92,10.27,9.77,9.99,"49,380,227"
,"Dec 30, 2022",9.83,9.98,9.52,9.75,"40,863,792"
,"Jan 3, 2023",10.21,10.51,9.50,9.63,"54,095,603"
,"Jan 4, 2023",9.97,10.90,9.85,10.63,"63,723,786"
,"Jan 5, 2023",10.39,10.97,10.24,10.86,"37,262,747"
,"Jan 6, 2023",10.06,10.39,9.50,10.37,"70,946,669"
,"Jan 9, 2023",10.63,11.12,10.63,10.76,"42,870,126"
,"Jan 10, 2023",11.10,11.38,10.68,11.24,"44,315,541"
,"Jan 11, 2023",11.35,11.72,10.99,11.51,"42,554,540"
,"Jan 12, 2023",11.49,11.81,11.13,11.81,"40,125,272"
,"Jan 13, 2023",11.44,11.81,11.23,11.80,"41,631,545"
,"Jan 17, 2023",11.32,11.51,11.09,11.41,"48,895,649"
,"Jan 18, 2023",11.49,11.69,10.98,11.01,"43,306,240"
